"name","street","street2","city","state_id","zip","country_id","phone","mobile","email","website","lang","salesperson","pricelist","supplier currency","account receivable","account payable","tax id"
"Công ty TNHH Bùi Quốc Tố","số 68, hẻm 4, đường Chung Tuyết Tài, phường 8, quận Quận 8, thành phố Hồ Chí Minh","số 68, hẻm 4, đường Chung Tuyết Tài, phường 8, quận Quận 8","thành phố Hồ Chí Minh","VN-SG","700000","VN","0215777967685","0936783794","hotro@buiquocto.vn","buiquocto.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0379416325"
"Công ty TNHH Phạm Ðan Yên","số 744, đường Nguyễn Luật Mỹ, phường Phù Liễn, quận Kiến An, thành phố Hải Phòng","số 744, đường Nguyễn Luật Mỹ, phường Phù Liễn, quận Kiến An","thành phố Hải Phòng","VN-HP","180000","VN","022554434966","0948792298","hotro@phamðanyen.vn","phamðanyen.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0281949498"
"Công ty TNHH Nguyễn Vĩnh","số 665, xóm Bắc Thư, thôn 8, xã Nam Hồng, huyện Đông Anh, thành phố Hà Nội","số 665, xóm Bắc Thư, thôn 8, xã Nam Hồng, huyện Đông Anh","thành phố Hà Nội","VN-HN","100000","VN","0243527027","0868862340","hotro@nguyenvinh.vn","nguyenvinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0170108039"
"Công ty TNHH Bùi Tiến Xuyến Phượng","số 211, xóm Trầm Kiên, thôn Linh Bạch, xã Quy Đức, huyện Bình Chánh, thành phố Hồ Chí Minh","số 211, xóm Trầm Kiên, thôn Linh Bạch, xã Quy Đức, huyện Bình Chánh","thành phố Hồ Chí Minh","VN-SG","700000","VN","02193594312","0998934660","hotro@buitienxuyenphuong.vn","buitienxuyenphuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0364200154"
"Công ty TNHH Nguyễn Tấn","số 715, xóm 3, thôn 6, xã Quất Động, huyện Thường Tín, thành phố Hà Nội","số 715, xóm 3, thôn 6, xã Quất Động, huyện Thường Tín","thành phố Hà Nội","VN-HN","100000","VN","0243777433","0889552543","hotro@nguyentan.vn","nguyentan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0174302552"
"Công ty TNHH Nguyễn Thi","số 466, đường Quốc Ðan, phường 5, quận Phú Nhuận, thành phố Hồ Chí Minh","số 466, đường Quốc Ðan, phường 5, quận Phú Nhuận","thành phố Hồ Chí Minh","VN-SG","700000","VN","02267199171","0885679199","hotro@nguyenthi.vn","nguyenthi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0354832381"
"Công ty TNHH Võ Trầm Hoàng Ðông","số 394, hẻm 68, đường Vân Chí, phường Vạn Phúc, quận Hà Đông, thành phố Hà Nội","số 394, hẻm 68, đường Vân Chí, phường Vạn Phúc, quận Hà Đông","thành phố Hà Nội","VN-HN","100000","VN","02445050602","0945089955","hotro@votramhoangðong.vn","votramhoangðong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0123975908"
"Công ty TNHH Bùi Uy Ðôn Trung","số 429, xóm 8, thôn 10, xã Ngũ Đoan, huyện Kiến Thụy, thành phố Hải Phòng","số 429, xóm 8, thôn 10, xã Ngũ Đoan, huyện Kiến Thụy","thành phố Hải Phòng","VN-HP","180000","VN","02253946799","0993206555","hotro@buiuyðontrung.vn","buiuyðontrung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0260008632"
"Công ty TNHH Vũ Ðăng Danh","số 171, xóm 7, thôn Vượng Thu, xã Thọ Lộc, huyện Phúc Thọ, thành phố Hà Nội","số 171, xóm 7, thôn Vượng Thu, xã Thọ Lộc, huyện Phúc Thọ","thành phố Hà Nội","VN-HN","100000","VN","02422347697","0991491375","hotro@vuðangdanh.vn","vuðangdanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0144357193"
"Công ty TNHH Trần Lam Khả","số 929, xóm Lĩnh Tịnh, thôn Hạ Hảo, xã Ngọc Hòa, huyện Chương Mỹ, thành phố Hà Nội","số 929, xóm Lĩnh Tịnh, thôn Hạ Hảo, xã Ngọc Hòa, huyện Chương Mỹ","thành phố Hà Nội","VN-HN","100000","VN","02454160270","0990500153","hotro@tranlamkha.vn","tranlamkha.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0162069067"
"Công ty TNHH Lê Danh","số 718, hẻm 3, đường Chương Đăng, phường 12, quận Phú Nhuận, thành phố Hồ Chí Minh","số 718, hẻm 3, đường Chương Đăng, phường 12, quận Phú Nhuận","thành phố Hồ Chí Minh","VN-SG","700000","VN","021054401362","0914864193","hotro@ledanh.vn","ledanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0374687646"
"Công ty TNHH Nguyễn Hải Tuệ","số 58, hẻm 39, đường Lê Bửu Yến, phường 12, quận Gò Vấp, thành phố Hồ Chí Minh","số 58, hẻm 39, đường Lê Bửu Yến, phường 12, quận Gò Vấp","thành phố Hồ Chí Minh","VN-SG","700000","VN","02383993127","0943772837","hotro@nguyenhaitue.vn","nguyenhaitue.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0366550706"
"Công ty TNHH Giả Ðào Long Tiến","số 78, đường Ứng Vi Khắc, phường Phú Diễn, quận Bắc Từ Liêm, thành phố Hà Nội","số 78, đường Ứng Vi Khắc, phường Phú Diễn, quận Bắc Từ Liêm","thành phố Hà Nội","VN-HN","100000","VN","0247130593","0997077661","hotro@giaðaolongtien.vn","giaðaolongtien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0173499623"
"Công ty TNHH Nguyễn Việt Nhật Trí","số 561, đường Nguyễn Chi Bạch, phường Thụy Phương, quận Bắc Từ Liêm, thành phố Hà Nội","số 561, đường Nguyễn Chi Bạch, phường Thụy Phương, quận Bắc Từ Liêm","thành phố Hà Nội","VN-HN","100000","VN","02445049803","0967627730","hotro@nguyenvietnhattri.vn","nguyenvietnhattri.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0169701781"
"Công ty TNHH Nguyễn Kiên","số 302, xóm Lễ Toàn, thôn 10, xã Thới Thạnh, huyện Thới Lai, thành phố Cần Thơ","số 302, xóm Lễ Toàn, thôn 10, xã Thới Thạnh, huyện Thới Lai","thành phố Cần Thơ","VN-CT","900000","VN","029266502420","0885744981","hotro@nguyenkien.vn","nguyenkien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1859828471"
"Công ty TNHH Hồ Hòa Thiên","số 656, đường Lê Anh Khởi, phường Phước Long B, quận Quận 9, thành phố Hồ Chí Minh","số 656, đường Lê Anh Khởi, phường Phước Long B, quận Quận 9","thành phố Hồ Chí Minh","VN-SG","700000","VN","022145091624","0872890791","hotro@hohoathien.vn","hohoathien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0391422415"
"Công ty TNHH Hoàng Thoa Ý","số 114, xóm 5, thôn 8, xã Vĩnh Lộc A, huyện Bình Chánh, thành phố Hồ Chí Minh","số 114, xóm 5, thôn 8, xã Vĩnh Lộc A, huyện Bình Chánh","thành phố Hồ Chí Minh","VN-SG","700000","VN","02997156993","0931508436","hotro@hoangthoay.vn","hoangthoay.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0317677366"
"Công ty TNHH Trần Bá","số 778, xóm 8, thôn Khải Ðan, xã Nam Tiến, huyện Phú Xuyên, thành phố Hà Nội","số 778, xóm 8, thôn Khải Ðan, xã Nam Tiến, huyện Phú Xuyên","thành phố Hà Nội","VN-HN","100000","VN","02422408888","0909574380","hotro@tranba.vn","tranba.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0153177151"
"Công ty TNHH Bàng Ðại","số 295, xóm Thụy Quốc, thôn 3, xã Vĩnh Lộc A, huyện Bình Chánh, thành phố Hồ Chí Minh","số 295, xóm Thụy Quốc, thôn 3, xã Vĩnh Lộc A, huyện Bình Chánh","thành phố Hồ Chí Minh","VN-SG","700000","VN","02293686251","0991702024","hotro@bangðai.vn","bangðai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0360191632"
"Công ty TNHH Phan An Lệ","số 789, xóm 8, thôn Nhung Khả, xã Trung Châu, huyện Đan Phượng, thành phố Hà Nội","số 789, xóm 8, thôn Nhung Khả, xã Trung Châu, huyện Đan Phượng","thành phố Hà Nội","VN-HN","100000","VN","02466751761","0929059731","hotro@phananle.vn","phananle.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0170613543"
"Công ty TNHH Lê Giao An","số 423, đường Huỳnh Thanh Khắc, phường Kiến Hưng, quận Hà Đông, thành phố Hà Nội","số 423, đường Huỳnh Thanh Khắc, phường Kiến Hưng, quận Hà Đông","thành phố Hà Nội","VN-HN","100000","VN","02454482346","0899309884","hotro@legiaoan.vn","legiaoan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0170965423"
"Công ty TNHH Trần Duy Mỹ","số 138, hẻm Lương Việt, đường Danh Băng, phường Bình Thuận, quận Quận 7, thành phố Hồ Chí Minh","số 138, hẻm Lương Việt, đường Danh Băng, phường Bình Thuận, quận Quận 7","thành phố Hồ Chí Minh","VN-SG","700000","VN","026362519937","0956643977","hotro@tranduymy.vn","tranduymy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0356974067"
"Công ty TNHH Nguyễn Chính","số 478, đường Dương Mạnh, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội","số 478, đường Dương Mạnh, phường Cầu Diễn, quận Nam Từ Liêm","thành phố Hà Nội","VN-HN","100000","VN","024777954118","0937986518","hotro@nguyenchinh.vn","nguyenchinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0142295457"
"Công ty TNHH Dương Bửu Hoàng","số 717, xóm 5, thôn Trầm Phi, xã Võng La, huyện Đông Anh, thành phố Hà Nội","số 717, xóm 5, thôn Trầm Phi, xã Võng La, huyện Đông Anh","thành phố Hà Nội","VN-HN","100000","VN","0247160557","0915867263","hotro@duongbuuhoang.vn","duongbuuhoang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0171357471"
"Công ty TNHH Lê Nghiệp Tịnh","số 806, xóm 7, thôn 9, xã Thạnh Quới, huyện Vĩnh Thạnh, thành phố Cần Thơ","số 806, xóm 7, thôn 9, xã Thạnh Quới, huyện Vĩnh Thạnh","thành phố Cần Thơ","VN-CT","900000","VN","02927198872","0874097725","hotro@lenghieptinh.vn","lenghieptinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1862219186"
"Công ty TNHH Phan Ngân Ðường Loan","số 293, đường Nguyễn Diệu Hiểu, phường Tân Thới Hiệp, quận Quận 12, thành phố Hồ Chí Minh","số 293, đường Nguyễn Diệu Hiểu, phường Tân Thới Hiệp, quận Quận 12","thành phố Hồ Chí Minh","VN-SG","700000","VN","02967150124","0998615293","hotro@phannganðuongloan.vn","phannganðuongloan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0382507641"
"Công ty TNHH Đỗ Nhật","số 382, hẻm 9, đường Nguyễn Thủy Sỹ, phường Hòa An, quận Cẩm Lệ, thành phố Đà Nẵng","số 382, hẻm 9, đường Nguyễn Thủy Sỹ, phường Hòa An, quận Cẩm Lệ","thành phố Đà Nẵng","VN-DN","550000","VN","0236777968834","0957887575","hotro@donhat.vn","donhat.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0472014856"
"Công ty TNHH La Thủy","số 407, đường Ðài Lan, thị trấn Tây Đằng, huyện Ba Vì, thành phố Hà Nội","số 407, đường Ðài Lan, thị trấn Tây Đằng, huyện Ba Vì","thành phố Hà Nội","VN-HN","100000","VN","0243627585","0946341067","hotro@lathuy.vn","lathuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0119486967"
"Công ty TNHH Nguyễn Nhân","số 773, đường Võ Ðào Lạc, phường 10, quận Quận 6, thành phố Hồ Chí Minh","số 773, đường Võ Ðào Lạc, phường 10, quận Quận 6","thành phố Hồ Chí Minh","VN-SG","700000","VN","029944533863","0997533109","hotro@nguyennhan.vn","nguyennhan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0371636150"
"Công ty TNHH Nguyễn Hồng Dao Từ","số 41, đường Đặng Liên Nghi, phường Phù Liễn, quận Kiến An, thành phố Hải Phòng","số 41, đường Đặng Liên Nghi, phường Phù Liễn, quận Kiến An","thành phố Hải Phòng","VN-HP","180000","VN","022554437219","0999621866","hotro@nguyenhongdaotu.vn","nguyenhongdaotu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0252320126"
"Công ty TNHH Nguyễn Tường","số 667, xóm 10, thôn 7, xã Xuân Thới Đông, huyện Hóc Môn, thành phố Hồ Chí Minh","số 667, xóm 10, thôn 7, xã Xuân Thới Đông, huyện Hóc Môn","thành phố Hồ Chí Minh","VN-SG","700000","VN","02637117448","0975080604","hotro@nguyentuong.vn","nguyentuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0392870550"
"Công ty TNHH Nguyễn Phúc","số 561, đường Nguyễn Huỳnh Viết, phường 17, quận Gò Vấp, thành phố Hồ Chí Minh","số 561, đường Nguyễn Huỳnh Viết, phường 17, quận Gò Vấp","thành phố Hồ Chí Minh","VN-SG","700000","VN","026945001794","0942163124","hotro@nguyenphuc.vn","nguyenphuc.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0375229804"
"Công ty TNHH Nguyễn Cảnh","số 357, xóm 4, thôn 5, xã An Mỹ, huyện Mỹ Đức, thành phố Hà Nội","số 357, xóm 4, thôn 5, xã An Mỹ, huyện Mỹ Đức","thành phố Hà Nội","VN-HN","100000","VN","024777931405","0933677556","hotro@nguyencanh.vn","nguyencanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0148992369"
"Công ty TNHH Nguyễn Thi","số 702, xóm 5, thôn 6, xã Hợp Thành, huyện Thủy Nguyên, thành phố Hải Phòng","số 702, xóm 5, thôn 6, xã Hợp Thành, huyện Thủy Nguyên","thành phố Hải Phòng","VN-HP","180000","VN","0225777947364","0898590535","hotro@nguyenthi.vn","nguyenthi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0224694371"
