"name","street","street2","city","state_id","zip","country_id","phone","mobile","email","website","lang","salesperson","pricelist","supplier currency","account receivable","account payable","tax id","company_id","company_type"
"Công ty TNHH Nguyễn Bình","số 865, hẻm 67","đường Nguyễn Sa San, phường Bách Khoa, quận Hai Bà Trưng","Hà Nội","VN-HN","100000","84","02445048287","0941469422","hotro@nguyenbinh.vn","nguyenbinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0180720309","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Hoạt Vĩnh Ánh","số 277, xóm Lân Tôn","thôn Dụng Chính, xã Nhuận Đức, huyện Củ Chi","Hồ Chí Minh","VN-SG","700000","84","0204777928069","0909236992","hotro@nguyenhoatvinhanh.vn","nguyenhoatvinhanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0399639305","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Diệp Triết Tấn","số 630, đường Phương Thụ","phường Bình Trị Đông A, quận Bình Tân","Hồ Chí Minh","VN-SG","700000","84","021263388173","0998128761","hotro@ledieptriettan.vn","ledieptriettan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0392652711","UIT.IS336.L12.4","company"
"Công ty TNHH Phan Toàn Bá","số 704, đường Khoa Đức","phường Hải Sơn, quận Đồ Sơn","Hải Phòng","VN-HP","180000","84","02257352363","0889824274","hotro@phantoanba.vn","phantoanba.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0227225328","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Phượng","số 639, đường Liên Hảo","phường Hàng Mã, quận Hoàn Kiếm","Hà Nội","VN-HN","100000","84","02445028023","0888326019","hotro@phamphuong.vn","phamphuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0159287404","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Trà Ðắc","số 872, xóm 9","thôn 9, xã Vạn Phúc, huyện Thanh Trì","Hà Nội","VN-HN","100000","84","024777922637","0995294210","hotro@trantraðac.vn","trantraðac.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0136846708","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Nhân","số 411, hẻm 30","đường Lê Lâm Khuê, phường 5, quận Quận 8","Hồ Chí Minh","VN-SG","700000","84","02157170395","0974996994","hotro@trannhan.vn","trannhan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0359151791","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Giáng","số 805, hẻm Viên Cảnh","đường Nguyễn Giang Dạ, phường 4, quận Quận 8","Hồ Chí Minh","VN-SG","700000","84","021666975214","0957427318","hotro@trangiang.vn","trangiang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0345016155","UIT.IS336.L12.4","company"
"Công ty TNHH Mạch Dân Đức","số 942, đường Đinh Quyên Hương","phường 6, quận Bình Thạnh","Hồ Chí Minh","VN-SG","700000","84","027354099430","0946818504","hotro@machdanduc.vn","machdanduc.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0395020550","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Yên","số 644, xóm Luật Vạn","thôn 6, xã Hòa Phong, huyện Hòa Vang","Đà Nẵng","VN-DN","550000","84","0236777944417","0883038446","hotro@nguyenyen.vn","nguyenyen.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0441792190","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Lương Danh","số 803, xóm 5","thôn 1, xã Hồng Quang, huyện Ứng Hòa","Hà Nội","VN-HN","100000","84","02445081437","0898049239","hotro@leluongdanh.vn","leluongdanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0194480601","UIT.IS336.L12.4","company"
"Công ty TNHH Ngô Lợi Kiệt Thùy","số 750, đường Nguyễn Dũng Bích","phường 5, quận Quận 8","Hồ Chí Minh","VN-SG","700000","84","02107130951","0860819744","hotro@ngoloikietthuy.vn","ngoloikietthuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0331430130","UIT.IS336.L12.4","company"
"Công ty TNHH Phan Chiểu Thi","số 915, xóm 2","thôn 8, xã Hợp Đồng, huyện Chương Mỹ","Hà Nội","VN-HN","100000","84","0247351231","0948445806","hotro@phanchieuthi.vn","phanchieuthi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0161835079","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Cương Tịnh","số 961, đường Nguyễn Thư Yến","phường Thạc Gián, quận Thanh Khê","Đà Nẵng","VN-DN","550000","84","02367157307","0910246787","hotro@lecuongtinh.vn","lecuongtinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0455568222","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Lâm","số 871, xóm 8","thôn 4, xã Quang Phục, huyện Tiên Lãng","Hải Phòng","VN-HP","180000","84","0225777925285","0885903419","hotro@hoanglam.vn","hoanglam.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0266089162","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Quý Thùy Khải","số 563, xóm Luật Thống","thôn 1, xã Đông Phương Yên, huyện Chương Mỹ","Hà Nội","VN-HN","100000","84","0247198221","0903814253","hotro@phamquythuykhai.vn","phamquythuykhai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0177174794","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Dương","số 195, xóm 7","thôn 3, xã Đông Thuận, huyện Thới Lai","Cần Thơ","VN-CT","900000","84","02927156625","0872054980","hotro@tranduong.vn","tranduong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1884787663","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Bắc Bắc Hảo","số 455, đường Võ Đức Nhã","phường Lạc Viên, quận Ngô Quyền","Hải Phòng","VN-HP","180000","84","0225777986167","0893411345","hotro@lebacbachao.vn","lebacbachao.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0264476090","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Duệ Sinh Thy","số 845, xóm 7","thôn 10, xã Phú Mỹ Hưng, huyện Củ Chi","Hồ Chí Minh","VN-SG","700000","84","0216777933669","0926287456","hotro@nguyenduesinhthy.vn","nguyenduesinhthy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0386711769","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Bửu Ðạt Hiền","số 942, đường Nguyễn Mi Thụy","phường Tây Thạnh, quận Tân Phú","Hồ Chí Minh","VN-SG","700000","84","0238777926046","0935674519","hotro@nguyenbuuðathien.vn","nguyenbuuðathien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0396402136","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Nhiên Ðoan","số 202, đường Lĩnh Hạ","phường Thủ Thiêm, quận Quận 2","Hồ Chí Minh","VN-SG","700000","84","022854158454","0996715792","hotro@nguyennhienðoan.vn","nguyennhienðoan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0336629897","UIT.IS336.L12.4","company"
"Công ty TNHH Đỗ Ðăng Tân Viết","số 801, xóm 5","thôn Thắm Kỳ, xã Đoàn Xá, huyện Kiến Thụy","Hải Phòng","VN-HP","180000","84","022545031447","0945300885","hotro@doðangtanviet.vn","doðangtanviet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0236184311","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Diệu Ngân","số 111, đường Lê Hải Thục","phường Mễ Trì, quận Nam Từ Liêm","Hà Nội","VN-HN","100000","84","02424912819","0897895741","hotro@nguyendieungan.vn","nguyendieungan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0122248814","UIT.IS336.L12.4","company"
"Công ty TNHH Bùi Canh Phương","số 718, hẻm Hoan Chiến","đường Sỹ Hùng, thị trấn Núi Đối, huyện Kiến Thụy","Hải Phòng","VN-HP","180000","84","02257114990","0918293557","hotro@buicanhphuong.vn","buicanhphuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0281028065","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Thắng Thiện","số 846, đường Hồ Sinh Thủy","phường 4, quận Gò Vấp","Hồ Chí Minh","VN-SG","700000","84","02967117235","0965364218","hotro@lethangthien.vn","lethangthien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0398778717","UIT.IS336.L12.4","company"
"Công ty TNHH Mạnh Nghiêm Thạch Thương","số 483, đường Ngô Thảo Vy","phường Xuân Hà, quận Thanh Khê","Đà Nẵng","VN-DN","550000","84","023662601124","0991781081","hotro@manhnghiemthachthuong.vn","manhnghiemthachthuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0445319434","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Dụng Ðoàn Tường","số 547, xóm Tấn Vĩnh","thôn Thiện Tất, xã Xuân Dương, huyện Thanh Oai","Hà Nội","VN-HN","100000","84","0243989918","0994089703","hotro@nguyendungðoantuong.vn","nguyendungðoantuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0119310311","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Lan","số 871, đường Trần Phụng Hạo","phường Phú Thuận, quận Quận 7","Hồ Chí Minh","VN-SG","700000","84","0219777972691","0870842120","hotro@phamlan.vn","phamlan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0354419313","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Ðoan","số 589, đường Phạm Văn Trúc","phường Hòa Thạnh, quận Tân Phú","Hồ Chí Minh","VN-SG","700000","84","02217121595","0983309093","hotro@tranðoan.vn","tranðoan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0362260890","UIT.IS336.L12.4","company"
"Công ty TNHH Phan Khai Bích","số 861, hẻm 74","đường Liêm Thiệu, phường 3, quận Quận 5","Hồ Chí Minh","VN-SG","700000","84","022262890639","0964380233","hotro@phankhaibich.vn","phankhaibich.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0325012041","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Tân Vương Khải","số 657, đường Hoàng Khang Chí","phường An Khánh, quận Ninh Kiều","Cần Thơ","VN-CT","900000","84","02927151854","0947556600","hotro@nguyentanvuongkhai.vn","nguyentanvuongkhai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1894615887","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Kiều","số 759, đường Nguyễn Lý Thế","phường Bình Trị Đông A, quận Bình Tân","Hồ Chí Minh","VN-SG","700000","84","020962710399","0943796046","hotro@lekieu.vn","lekieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0349301872","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Dung Ban","số 585, đường Nguyễn Hạ Tuấn","phường Hoàng Liệt, quận Hoàng Mai","Hà Nội","VN-HN","100000","84","0247383399","0968229722","hotro@hoangdungban.vn","hoangdungban.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0171872863","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Trình Trân Băng","số 17, hẻm Trường Vy","đường Tân Mạnh, phường Hòa Thạnh, quận Tân Phú","Hồ Chí Minh","VN-SG","700000","84","02697114831","0898600193","hotro@nguyentrinhtranbang.vn","nguyentrinhtranbang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0318393994","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Ðức Hoài","số 724, xóm 2","thôn Ngôn Khôi, xã Phương Tú, huyện Ứng Hòa","Hà Nội","VN-HN","100000","84","024777960482","0935671609","hotro@nguyenðuchoai.vn","nguyenðuchoai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0119439760","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Vượng Mai","số 443, đường Nguyệt Bách","phường An Khánh, quận Quận 2","Hồ Chí Minh","VN-SG","700000","84","020566826707","0991241058","hotro@nguyenvuongmai.vn","nguyenvuongmai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0324864670","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Khoa Băng Khánh","số 331, xóm 10","thôn 6, xã Vân Nam, huyện Phúc Thọ","Hà Nội","VN-HN","100000","84","024777973141","0992784945","hotro@vukhoabangkhanh.vn","vukhoabangkhanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0197792693","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Như Bá","số 135, xóm Minh Dũng","thôn 4, xã Thới Tam Thôn, huyện Hóc Môn","Hồ Chí Minh","VN-SG","700000","84","02753752343","0929521012","hotro@nguyennhuba.vn","nguyennhuba.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0338842558","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Hãn Canh Lâm","số 660, xóm 5","thôn 5, xã Phú Xuân, huyện Nhà Bè","Hồ Chí Minh","VN-SG","700000","84","021554106577","0882642238","hotro@phamhancanhlam.vn","phamhancanhlam.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0355563951","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Tất","số 656, xóm 7","thôn 2, xã Phước Kiển, huyện Nhà Bè","Hồ Chí Minh","VN-SG","700000","84","02047191106","0969259067","hotro@trantat.vn","trantat.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0328025004","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Vy Chi Xuân","số 890, xóm 2","thôn 1, xã Kim Đường, huyện Ứng Hòa","Hà Nội","VN-HN","100000","84","02454476190","0993156949","hotro@nguyenvychixuan.vn","nguyenvychixuan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0127575062","UIT.IS336.L12.4","company"
